property_name,link,location,price,price_per_sqft,super_built_up_area,carpet_area,builtup_area,description,facing,highlights,features_list,property_id,ownership,gated_community,bedrooms,bathrooms,balcony,others,floor,overlooking,age,furnish_type,nearby_locations_list,rating,rating_details,furnish_details_list,features
the siddha chsl,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-andheri-west-mumbai-andheri-dahisar-3800-sq-ft-spid-S83541242,"4 Bedroom House for sale in Andheri West, Mumbai",₹16 Cr,"₹42,105 /sqft",,7500.0,,"Exclusive bunglow, beautiful interior, value for money, in distress price.....",East,['+2'],[],S83541242,Co-operative Society,Yes,4 Bedrooms,5 Bathrooms,3+ Balconies,"Pooja Room,Study Room,Servant Room",2 Floors,Others,10+ Year Old,Furnished,"['Versowa line 1 metro station', 'D n nagar metro station', 'Amba Mata Temple', 'Bank of baroda ATM', 'Sbi ATM', 'Hdfc bank ATM', 'Icici bank ATM', 'Kotak mahindra ATM', 'Aastha Nursing Home', 'Indu Child Care Center', ""Dr. Jk Shah's Eye Clinic and Laser Centre"", 'Axis Orthopaedic Hospital', 'Kokilaben Dhirubhai Ambani Hospital Mumbai', 'Dr Dharampal Singh', 'Dr Manveen Gill', 'Gandhi Nursing Home Mumbai', 'Dr CV Hemlata', 'Purandare Hospital Mumbai', 'Sehgal Path Lab', 'MG365', 'Ambika Medicals', 'Mohini Medical Store', 'Health & More', 'Mohan Medical', '7 Bungalows Bus Depot', 'Yes bank', 'Shamrao viththal cooperative bank', 'Hdfc bank', 'Icici bank', 'Bank of baroda', 'kreating charakters', 'Goa Portuguesa', 'Urban Tadka', 'Some Like It Hot', 'Gupta Vada Pav Center', 'Indigo Deli', 'Cafe Coffee Day', 'Chai Pe Charcha', ""Pishu's"", 'Silver Beach Cafe', 'Bistro 1', 'Oh Express', 'Astro Cafe', 'Pop Tates', 'Lebanese Point', ""McDonald's"", ""Lee Ann's Kitchen"", 'Montessori Pre-School', 'Kishore Namit Kapoor Acting Institute', 'Just books library']",4.3,"{'Connectivity': 4.4, 'Lifestyle': 4.4, 'Safety': 4.2, 'Green Area': 4.0}","['1 Water Purifier', '1 Fridge', '5 Fan', '1 Exhaust Fan', '1 Dining Table', '4 Geyser', '1 Stove', '11 Light', '1 Curtains', '1 TV', '1 Chimney', '5 AC', '1 Modular Kitchen', '4 Bed', '4 Wardrobe', '1 Sofa', '1 Microwave', '1 Washing Machine']","['Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']"
"Century Bazaar, Prabhadevi, Mumbai South",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-century-bazaar-mumbai-south-1500-sq-ft-spid-C83350104,"3 Bedroom House for sale in Century Bazaar, Prabhadevi",₹1.05 Cr,"₹7,000 /sqft",,,,"Looking for buyer to purchase our house/villa available for sale in century bazaar, bhopal. Available at price of rs 105 lacs. It has plot area of 1500 sq ft. It has 3 bhk, 3 bathroom, balcony.It is a freehold property",,[],[],C83350104,Freehold,,3 Bedrooms,3 Bathrooms,No Balcony,,2 Floors,,10+ Year Old,,"['Canara bank ATM', 'Worli Hospital For Women', 'Varad Medical Centre', 'BMC Hospital', 'Asha Surgical and Maternity Home', ""Dr.Palep's Priyank Maternity Nursing Home"", 'Siddivinayak Healthcare Pvt Ltd', 'Shri Siddhivinayak Nursing Home', 'Reliance Life Sciences Pvt. Ltd', 'Punamiya Hospital', 'Punamiya Hospital Mumbai', 'Dev Nursing Home', 'Bosco Nursing Home and Ent Research Centre', 'Gorai Naka Nalasopara Zoya Hospital', 'Peoples Mobile Hospitals', ""Dr. Gandhi's Nusing Home"", 'Fayth Clinic', 'Laxmi Niwas General Hospital', 'Shreedhar Hospital', 'Ashtavinayak Maternity Surgical and Eye Hospital', 'Chemist', 'Worli Village', 'Yes bank', 'Rbs office bank', 'Starbucks', 'Cafe Waah Maratha', 'Mandala Food', 'The Lab', ""Domino's"", ""McDonald's"", 'Hard Rock', 'Shiro', 'Starbucks', ""Domino's Pizza"", 'The Bar Stock Exchange', 'Sea Corner', 'Bombay Canteen', 'White owl', 'Ashok Vada Pav', 'Sunrise Play School', 'Prabhadevi Municipal School', 'The Learning Curve Worli', ""Sasmira's Institute of Man-made Textiles"", ""Sasmira's Institute of Management Studies and Research"", 'Kamaladevi Gobindram Tahiliani High School', 'Government Technical High School & Jr. College Dadar', 'ABA College of Law', 'Worli Seaface Municipal School', 'Prabhadevi railway station', 'Prabhadevi railway station']",3.9,"{'Connectivity': 4.0, 'Lifestyle': 3.9, 'Safety': 3.8, 'Green Area': 3.7}",[],[]
"Virar East, Mumbai, Beyond Mira Road",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-virar-east-mumbai-1539-sq-ft-spid-R81771066,"3 Bedroom House for sale in Virar East, Mumbai",₹65 Lac,"₹4,223 /sqft",,,1539.0,"Looking to buy an independent house in beyond mira road? Do check out this 3 bhk house in virar east, which is an ideal choice for a family. The house has over built up area of 1539 sq.Ft. And comes with 3 bedrooms, 3 bathrooms . Another added advantage of this 0-1 year old house is that it is available for immediate possession. The type of ownership of this property is freehold. The price of t...",,[],[],R81771066,Freehold,,3 Bedrooms,3 Bathrooms,No Balcony,,1 Floors,,undefined,Furnished,"['Jivdani mata Temple', 'Virat Vinayajk Mandir', 'Corporation bank ATM', 'Icici bank ATM', 'Sbi ATM', 'Axis bank ATM', 'Ujjwal small finance ATM', 'Tondare Hospital', 'Jivadani Hospital', 'Shubham Lifeline Multispeciality Hospital', 'Anusaya Children Hospital', 'Paras Hospital', 'Shree Balaji Hospital', ""Dr. Joshi Children's Hospital"", 'Sanjivani Hospital', 'UPHC Ranale Talao', 'Ankur Paediatric Hospital and Premature Baby Unit', 'Parimal Hospital', 'Vatsalya Maternity and Nursing Home', 'Siddharth Hospital', 'Mahavir Nursing Home', 'Vijay Ent Hospital and Diagnostic Center', 'Saibaba Hospital', 'Dr. Laxman N. Prabhu Hospital', 'Saarthak Maternity and Nursing Home', 'City Multispecility I. C. U. Hospital', 'Shreepal Netralaya', 'Virar Maternity and Nursing Home', ""Swati's Womens Health Care Clinic"", 'Tondare Maternity Hospital', 'Chaitanya Hospital', 'Sankalp Hospital and Iccu', 'Omkar Orthopaedic Hospital', 'Param Maternity and Surgical Nursing Home', 'Gurukrupa Hospital', 'Abhyuday Maternity Home', 'Gurukrupa Hall', 'Metro Chemists', 'Mahavir Mdicals and General Store', 'Manya Medico', 'Royal chemist', 'Corporation bank', ""McDonald's"", 'Pizza Hut', 'Divya foods', 'Sagar', 'Angelic Bakery', ""Expert's International School"", 'New Viva College', 'Virar railway station']",4.0,"{'Connectivity': 4.2, 'Lifestyle': 3.9, 'Safety': 4.0, 'Green Area': 3.9}","['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[]
"Mumbra, Thane",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-mumbra-thane-450-sq-ft-spid-B81770834,"2 Bedroom House for sale in Mumbra, Thane",₹30 Lac,"₹6,666 /sqft",,450.0,,"This 2 bhk house for sale in mumbra, a well planned locality in thane, is ideal for a family that is looking for complete peace of mind. Containing 2 bedrooms, 2 bathrooms and 1 balcony, this independent house is spread over a carpet area of 450 sq.Ft. As the property is already ready to move, so you can easily move into this 0-1 year old house. This house is owned under freehold contract. This...",,[],[],B81770834,Freehold,,2 Bedrooms,2 Bathrooms,1 Balcony,,1 Floors,,undefined,Unfurnished,[],4.0,"{'Connectivity': 4.2, 'Lifestyle': 4.0, 'Safety': 3.9, 'Green Area': 3.8}",[],[]
"Diva, Thane, Thane Outskirts",https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-diva-mumbai-beyond-thane-250-sq-ft-r1-spid-Z78497085,"1 Bedroom House for sale in Diva, Thane",₹10 Lac,"₹4,000 /sqft",,,,1 rk in bedekar nagar diva east,,[],[],Z78497085,Freehold,,1 Bedroom,1 Bathroom,No Balcony,,4 Floors,,5 to 10 Year Old,Unfurnished,[],3.8,"{'Connectivity': 4.1, 'Lifestyle': 3.7, 'Safety': 3.8, 'Green Area': 3.5}",[],"['Waste Disposal', 'Waste Disposal']"
New Palm Beach Society,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-new-palm-beach-society-nerul-navi-mumbai-269-sq-ft-r1-spid-L78489249,"1 Bedroom House for sale in Nerul, Navi Mumbai",₹85 Lac,"₹31,587 /sqft",,,,"We are proud owners of house/villa available for sale in sector 18a nerul, navi mumbai. Available at price of rs 8500000. It has plot area of 25 sqm. It has 1 bhk, 2 bathroom, 0 balcony.It is a cooperative property",,[],[],L78489249,Co-operative Society,,1 Bedroom,2 Bathrooms,No Balcony,,2 Floors,,5 to 10 Year Old,,"['L&T Seawoods Parking', 'CIDCO Pay & Park', 'SGC Mall', 'CIDCO Pay & Park', 'Gramdevi Mandir', 'Sri Akhandananda Ashram', 'Ganesh Mandir', 'Corporation bank ATM', 'Sanjivani Hospital and Iccu', 'Aryan Hospital', 'Raj Hospital Mumbai', 'Ojas Nursing Home', 'Chaitanya Child Care Centre', 'Kamlesh Mother and Child Hospital', 'Manak Healthcare Hospital', 'Sushrusha Heart Care Center and Speciality Hospital', 'Surya Hospital and Iccu', 'Harish Hospital and Iccu', 'Bansal Specialty Clinic', 'Patoriya Eye Hospital', 'Shivam Eye Foundation P P N', 'Mangal Prabhu Nursing Home Polyclinic and Diagnostic Center', 'Anurag Nursing Home', 'Suyash Hospital', ""Dr. Sonawane's Hospital"", 'Army Medical Facility', 'Eyemax Super Speciality Eye Centre', 'Nerul L.P', 'Mahanagar CNG station', 'Hdfc bank', 'State bank of india', 'Canara bank', 'Kotak mahindra bank', 'Oriental bank of commerce', 'Karnataka bank', 'Andhra bank', 'Axis bank', 'Hdfc bank', 'Kayur vysya bank', 'SIES Amphitheatre', 'Max Movies', 'Amphitheater', 'Jewel Amphitheatre', 'Health Juice and Fast Food', 'Momos', ""Domino's"", ""Domino's"", ""McDonald's"", 'Nerul railway station', 'Seawoods railway station']",4.4,"{'Connectivity': 4.4, 'Lifestyle': 4.3, 'Safety': 4.3, 'Green Area': 4.3}",[],[]
"Sector 19 Kharghar, Navi Mumbai",https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-sector-19-kharghar-navi-mumbai-500-sq-ft-r1-spid-H78499221,"1 Bedroom House for sale in Sector 19 Kharghar, Navi Mumbai",₹46 Lac,"₹9,200 /sqft",,410.0,,"Road side corner plot
Near ramshet thakur school 
5 minutes to central park metro stn",South-East,[],[],H78499221,Co-operative Society,Yes,1 Bedroom,1 Bathroom,No Balcony,,3 Floors,Main Road,10+ Year Old,Unfurnished,"['Ganpati Mandir', 'Shiv Mandir Kharghar', 'Hanuman & Sani Temple', 'Hdfc ATM', ""Raghunath Children's Clinic"", 'Pooja Eye Clinic', 'Sabka Dentist', 'Dr. Nitin Amale Hospital', 'Polaris Hospital', 'Suman Kanta Hospital', 'Gayatri Gynac Clinic', ""Saanvi Children's Hospital"", 'Kalpataru Hospital & Maternity Clinic', ""Children's Hospital"", 'Shree Childrens Hospital', 'Shree Sai Multispeciality Hospital', 'Anjani Maternity and Nursing Home', 'Sanjeevan Hospital Raigarh', ""Deshpande Children's Hospital"", ""Riddhi Children's Hospital and Dental Clinic"", 'Ek Omkar Healthcare Centre', 'Sukrut Maternity Clinic', 'Medicity Hospital', 'Ashwini General Hospital', 'Al Shifa Multi Speciality Hospital', 'Holkar Multispeciality Hospital & Dental Care', 'YUVA Centre', 'Indian Oil Petrol Pump', 'Bank of india', 'Bank of baroda', 'State bank of mysore', 'State bank of india', 'Uco bank', 'Bank of india', 'Pmc bank', 'State bank of india', 'Canara bank', 'Hdfc bank', ""Smokin' Joe's Pizza"", 'Army Canteen', 'Hotel Tulsi', 'alpha quick bites fast food', 'Ambika Palace', 'Hotel Basera', 'Runway Plaza', 'Pranam Hotel', 'Barista', ""Domino's"", 'Cafe Cofee Day', 'DAV International School Kharghar']",3.9,"{'Connectivity': 4.0, 'Lifestyle': 3.8, 'Safety': 3.9, 'Green Area': 3.5}",[],"['Water Storage', 'Water Storage']"
"Karjat, Thane, Thane Outskirts",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-karjat-mumbai-beyond-thane-3500-sq-ft-r3-spid-J67223530,"2 Bedroom House for sale in Karjat, Thane",₹53 Lac,"₹1,514 /sqft",,1000.0,,A beautiful house located in wanjale karja near to matheran,West,[],[],J67223530,Freehold,Yes,2 Bedrooms,2 Bathrooms,No Balcony,Pooja Room,1 Floors,"Park/Garden,Main Road",0 to 1 Year Old,Unfurnished,"['Dr. Sabale Orthopaedic Hospital', 'Mayur Clinic Sabne Hospital', 'Dr. Manali Clinic', 'SDH', 'Dr. Nazirkar Shree Narayan Hospital', 'Dr. Sonavane Hospital', ""Dr. Chavan's Sonography Clinic"", 'Deshmukh Children Hospital', 'Shri Rajendra Clinic', 'State bank of india', 'KGCE Canteen', 'Dattakrupa Snacks Corner', 'khairat primary school', 'Karjat railway station']",3.9,"{'Connectivity': 4.0, 'Lifestyle': 3.7, 'Safety': 3.9, 'Green Area': 4.2}",[],"['Private Garden / Terrace', 'Water Storage', 'Park', 'Private Garden / Terrace', 'Water Storage', 'Park']"
"Nalasopara East, Mumbai, Beyond Mira Road",https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-nalasopara-east-beyond-mira-road-350-sq-ft-r1-spid-Q78498229,"1 Bedroom House for sale in Nalasopara East, Mumbai",₹12 Lac,"₹4,285 /sqft",,,,"We are proud owners of house/villa available for sale in nalasopara east, mumbai. Available at price of rs 12,00,000. It has plot area of 400 sq ft. It has 1 bhk, 1 bathroom, 0 balcony.It is a freehold property",,[],[],Q78498229,Freehold,,1 Bedroom,1 Bathroom,No Balcony,,1 Floors,,1 to 5 Year Old,,"['Al Shamsh jummah mosque', 'Ayyappa Temple', 'Shiv temple', 'Shiv Temple', 'Asmita regency 1 ATM', 'Sanyam Eye Institute', 'Tirupati Nursing Home', 'Dr. Farids Hospital', 'Gayatri Maternity and Ent Hospital', 'Sanjeevani Hospital For Women and Children', 'Hitankshi Nursing Home', 'Hitankshi Polyclinic and Nursing Home', 'Bhaktivedanta Clinic', ""Dr Parkar's Clinic"", 'Better Sight and Research Center', 'Parmar Nursing Home', 'The UMRAO institute Of Medical Science & Research', 'Om Hospital Poonam Nagar', 'Badri-Vishal Polyclinic and Hospital', 'Indra Maternity and Surgical Nursing Home', 'Sushrut Maternity and Surgical Nursing Home', 'Sai Aashirwad Hospital', 'Dr Dragos Life Line General andMaternity Hospital', 'Dr Preeti Murthy', 'Vipassana Hospital', 'Life Care Hospital Mira Road', 'Al-Falah Health Care', 'Gayatri Maternity and Ear Nose Throat Hospital', 'Roshni Maternity and Nursing Home', 'Dr Suris Maternity and Surgical Nursing Home', ""Dr.Singh's Advanced Homeopathy FOR CANCER KIDNEY AND DIABETES"", 'Thunga Hospital', 'Aryan Child Healthcare Centre and Nursing Home', 'Shiv Om Hospital', 'Deepak Hospital', 'St Joseph church', 'Mira Road Railway Station E', 'Bharat Petroleum & CNG Pump', 'Allahabad bank', 'Bank of india mira road branch', 'Hdfc bank', 'Punjab national bank', ""McDonald's"", 'Balaji Veg Restaurant', 'St X1', 'Holy cross convent school', 'St X', 'Holycross convent school ground', 'Mira road railway station', 'Mira road railway station']",4.0,"{'Connectivity': 4.3, 'Lifestyle': 3.9, 'Safety': 3.8, 'Green Area': 3.8}",[],[]
Vaibhav society nerul,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-sector-18a-nerul-navi-mumbai-269-sq-ft-r1-spid-X78487163,"1 Bedroom House for sale in Sector 18A Nerul, Navi Mumbai",₹85 Lac,"₹31,587 /sqft",,,,It is situated 7 minute walkable distance from nerul railway station and near to palm beach road,,[],[],X78487163,Co-operative Society,Yes,1 Bedroom,2 Bathrooms,No Balcony,,2 Floors,,10+ Year Old,,"['L&T Seawoods Parking', 'CIDCO Pay & Park', 'SGC Mall', 'CIDCO Pay & Park', 'Gramdevi Mandir', 'Sri Akhandananda Ashram', 'Ganesh Mandir', 'Corporation bank ATM', 'Sanjivani Hospital and Iccu', 'Aryan Hospital', 'Sushrusha Heart Care Center and Speciality Hospital', 'Raj Hospital Mumbai', 'Ojas Nursing Home', 'Chaitanya Child Care Centre', 'Kamlesh Mother and Child Hospital', 'Manak Healthcare Hospital', 'Surya Hospital and Iccu', 'Patoriya Eye Hospital', 'Bansal Specialty Clinic', 'Harish Hospital and Iccu', 'Suyash Hospital', 'Anurag Nursing Home', 'Eyemax Super Speciality Eye Centre', 'Shivam Eye Foundation P P N', ""Dr. Sonawane's Hospital"", 'Mahanagar CNG station', 'Hdfc bank', 'State bank of india', 'Canara bank', 'Kotak mahindra bank', 'Oriental bank of commerce', 'Karnataka bank', 'Andhra bank', 'Axis bank', 'Kayur vysya bank', 'Hdfc bank', 'Bank of india', 'Central bank of india', 'Icici bank', 'Jewel Amphitheatre', 'SIES Amphitheatre', 'Max Movies', 'Amphitheater', 'Health Juice and Fast Food', ""Domino's"", 'Momos', ""Domino's"", ""McDonald's"", 'Nerul railway station', 'Seawoods railway station']",4.1,"{'Connectivity': 4.1, 'Lifestyle': 4.1, 'Safety': 4.1, 'Green Area': 4.2}",[],"['Maintenance Staff', 'Maintenance Staff']"
"Sector 6 Kopar Khairane, Navi Mumbai",https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-6-kopar-khairane-navi-mumbai-1000-sq-ft-r1-spid-V76348129,3 Bedroom House for sale in Sector 6 Kopar Khairane,₹3.2 Cr,"₹32,000 /sqft",,,,"Its has a three rooms which can converted into 5 bedrooms, and it has large size balcony + terrace area, this property is in a prime location, such as dmart walking distance, close to the market, banks, schools etc..",,[],[],V76348129,Freehold,,3 Bedrooms,4 Bathrooms,2 Balconies,,2 Floors,,10+ Year Old,,"['Ikea', 'Chikaleshwar Mandir', 'Gurudwara Dashmesh Darbar', 'Shiv Ganesh Hanuman Mandir', 'Masjid', 'Ganesh Temple', 'Sai Baba Mandir', 'Mathadi Hospital', 'Om Gagangiri Hospital Thane', 'Aakashdeep Hospital and I.C.U', 'Dr. Dive S Eye Clinic', 'Rajpal Hospital and I.C.U.', 'Vidhi Eye and Skin Care Centre', 'Archana Maternity & Nursing Home', 'Satyam Multispeciality Hospital and Trauma Centre', 'Saraswati Skin and Eye Care Centre', 'Sai Snehdeep Hospital', 'Vedaant Multispeciality Hospital', 'Naik Nursing Home and Endoscopy Centre', 'Ashirwad Hospital Maternity Surgical and General', 'Vinamra Swaraj Hospital', 'Divine Multispecialty Hospital and Research Centre', 'Dr. Shubha Rao', 'Uma Hospital', 'Mohanlal Jivandas Hospital managed by Krishnai Hospital', 'Pkc Hospital', 'Dr. Kunnure Hospital and Iccu', 'Dr Yewale Multispeciality Hospital For Children', 'Global 5 Health Care Centre', 'Lotus Multispeciality Hospital and Icu', 'LOMA IT PARK', 'Mahanagar Gas CNG pump', 'HP Petrol Pump', 'Uco bank', 'Uco bank', 'South indian bank', 'Balaji Theatre', 'Blue Diamond Hotel', 'Hotel Bhagat Tarachand', ""McDonald's"", 'Ashvin Palace', 'Ruchit Palace', 'Cafe Cofee Day', 'Royal Oak Brewery', 'Hotel Shabari', 'Orchids The International School', 'Orchids The International School - Vashi', 'Koparkhairne railway station', 'Ghansoli railway station']",,{},[],[]
Rajlaxmi Apartment,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-rajlaxmi-apartment-waliv-mumbai-2000-sq-ft-r1-spid-T78409371,"5 Bedroom House for sale in Waliv, Mumbai",₹2.3 Cr,"₹11,500 /sqft",,,,"Our plot is well maintained, ready to occupy, all rooms are well maintained, rooms are spacious.",East,[],[],T78409371,Freehold,,5 Bedrooms,4 Bathrooms,2 Balconies,,3 Floors,,5 to 10 Year Old,,"['Mr vikas ATM', 'Saliha Hospital', 'Gayatri Hospital', 'Golden Park Hospitals', 'Dr. Waghamare Hospital', 'Government Hospital sativli', 'Platinum Hospitals Pvt Ltd', 'Family Restaurant']",,{},[],[]
"Kandivali West, Mumbai, Western Mumbai",https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-kandivali-west-mumbai-andheri-dahisar-750-sq-ft-spid-V83346530,"2 Bedroom House for sale in Kandivali West, Mumbai",₹93 Lac,"₹12,400 /sqft",,,750.0,"This 2 bhk house for sale in kandivali west, a well planned locality in western mumbai, is ideal for a family that is looking for complete peace of mind. This house occupies a built up area of 750 sq.Ft. And contains 2 bedrooms, 2 bathrooms . This is a ready to move house, which is 0-1 year old. The ownership right of this property is freehold. By paying just 93 lac, you can become the proud ow...",,[],[],V83346530,Freehold,,2 Bedrooms,2 Bathrooms,No Balcony,,1 Floors,,undefined,Semifurnished,"['Charkop metro station', 'Charkop Market', 'Hunuman Mandir', 'Durgeshwari Temple', 'Amba Mata Mandir', 'Shri Vitthal Mandir', 'SMVS Swaminarayan Temple', 'Kotak mahindra bank ATM', 'Idbi bank ATM', 'State bank of india ATM', 'Union bank ATM', 'Matushree Maternity Surgical and General Nursing Home', 'Aayush Nursing Home', 'Shakuntala Maternity Home', 'Arya Womens Health Care Centre Surgical and Maternity Home', 'Shree Nagesh Childrens Hospital', 'Raichura Prasuti Gruha', 'Anand Nursing Home Kandivali', 'Charkop Maternity Home', 'Parvatibai Chavan Charitable Trust', 'Gyatri Maternity and Gynaec Clinc', 'Medicenter Nursing Home', 'Oscar Hospital', 'Oscar hospital charkop naka', 'Dhanukar Wadi Dispensary', 'Shivam Nursing Home Mumbai', 'Grace Maternity and Nursing Home - Kandivli W', 'Sumangal Hospital', 'Jaydeep Eye and Physiotherapy Clinic - Kandivli', 'BMC Hospital', 'Noble Hospital Mumbai', ""Dr. Vora's Premature Critical Care and General Hospital"", 'Saraswati Hospital Kandivali', 'Sai Care Clinic', 'Nobel Chemist', 'Petrol Pump', 'Petrol Pump', 'Dena bank', 'New india cop bank', 'Union bank', 'Kokan Kinara', 'Disha Restaurant & Bar', 'Bhagwati Hotel', ""Domino's"", 'Nityananad Bar & Restaurant', 'Sankalp', 'CCD - Cafe Coffee Day', 'Pizza Hut', 'Starbucks', 'Billabong International School']",4.3,"{'Connectivity': 4.4, 'Lifestyle': 4.3, 'Safety': 4.3, 'Green Area': 4.1}","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",[]
